zipcode,district,location,age,m2,rooms,energie,rent
22525,Bahrenfeld,normal,1933,70,3,G,9.56
22525,Bahrenfeld,normal,1926,19,1,G,9.28
22525,Bahrenfeld,normal,1977,189,6,D,6.23
22525,Bahrenfeld,normal,1947,211,6,G,7.49
22525,Bahrenfeld,normal,1951,189,6,G,9.68
22525,Bahrenfeld,normal,1993,186,6,C,7.1
22525,Bahrenfeld,normal,1986,72,3,D,9.12
22525,Bahrenfeld,normal,1942,17,1,G,11.53
22525,Bahrenfeld,normal,1952,189,6,G,9.98
22525,Bahrenfeld,normal,1961,83,3,F,6.89
22525,Bahrenfeld,normal,1983,129,5,D,9.72
22525,Bahrenfeld,normal,2019,45,2,A,15.79
22525,Bahrenfeld,normal,1950,37,1,G,8.39
22525,Bahrenfeld,normal,2014,189,6,B,11.47
22525,Bahrenfeld,normal,1956,170,6,F,9.96
22525,Bahrenfeld,normal,1989,201,6,D,7.72
22525,Bahrenfeld,normal,1963,32,1,F,8.08
22525,Bahrenfeld,normal,2017,91,4,A,14.42
22525,Bahrenfeld,normal,1973,27,1,D,9.59
22525,Bahrenfeld,normal,1969,187,6,E,6.18
22525,Bahrenfeld,normal,1929,175,6,G,7.05
22525,Bahrenfeld,normal,1953,122,4,G,9.75
22525,Bahrenfeld,normal,1933,31,1,G,10.15
22525,Bahrenfeld,normal,1928,48,2,G,9.17
22525,Bahrenfeld,normal,1928,154,5,G,9.22
22525,Bahrenfeld,normal,1922,217,6,G,7.51
22525,Bahrenfeld,normal,1975,208,6,D,6.49
22525,Bahrenfeld,normal,1953,101,4,G,8.17
22525,Bahrenfeld,normal,1981,108,4,D,9.1
22525,Bahrenfeld,normal,1958,192,6,F,10.86
22525,Bahrenfeld,normal,1919,23,1,G,11.33
22525,Bahrenfeld,normal,1939,212,6,G,8.33
22525,Bahrenfeld,normal,1971,111,4,E,5.88
22525,Bahrenfeld,normal,1925,105,4,G,8.51
22525,Bahrenfeld,normal,1938,51,2,G,8.84
22525,Bahrenfeld,normal,1964,138,5,F,8.68
22525,Bahrenfeld,normal,1937,146,5,G,7.62
22525,Bahrenfeld,normal,2015,123,4,B,13.5
22525,Bahrenfeld,normal,1999,192,6,C,14.6
22525,Bahrenfeld,normal,2014,183,6,B,13.56
22525,Bahrenfeld,normal,1996,172,6,C,11.6
22525,Bahrenfeld,normal,1961,221,6,F,7.77
22525,Bahrenfeld,normal,1999,71,3,C,9.51
22525,Bahrenfeld,normal,1911,191,6,G,10.31
22525,Bahrenfeld,normal,2012,182,6,B,11.14
22527,Eidelstedt,normal,1981,97,4,D,7.53
22527,Eidelstedt,normal,1967,187,6,E,7.49
22527,Eidelstedt,normal,1969,72,3,E,5.86
22527,Eidelstedt,normal,2009,70,3,C,10.03
22527,Eidelstedt,normal,1944,87,3,G,8.13
22527,Eidelstedt,normal,1957,152,5,F,10.33
22527,Eidelstedt,normal,1973,70,3,D,5.77
22527,Eidelstedt,normal,2011,205,6,B,13.05
22527,Eidelstedt,normal,2001,193,6,C,14.2
22527,Eidelstedt,normal,1951,56,2,G,7.28
22527,Eidelstedt,normal,1941,22,1,G,10.21
22527,Eidelstedt,normal,2012,65,3,B,12.51
22527,Eidelstedt,normal,1976,210,6,D,5.79
22527,Eidelstedt,normal,1913,47,2,G,12.92
22527,Eidelstedt,normal,1925,96,4,G,7.73
22527,Eidelstedt,normal,1963,106,4,F,8.03
22527,Eidelstedt,normal,2019,165,6,A,13.4
22527,Eidelstedt,normal,2023,29,1,A,15.93
22527,Eidelstedt,normal,1986,184,6,D,8.46
22527,Eidelstedt,normal,1994,54,2,C,11.6
22527,Eidelstedt,normal,2010,125,5,B,13.49
22527,Eidelstedt,normal,1952,148,5,G,7.53
22527,Eidelstedt,normal,1924,179,6,G,9.3
22527,Eidelstedt,normal,1972,56,2,E,9.58
22527,Eidelstedt,normal,1919,184,6,G,8.96
22527,Eidelstedt,normal,1980,47,2,D,8.26
22527,Eidelstedt,normal,2000,204,6,C,12.99
22527,Eidelstedt,normal,1915,56,2,G,12.92
22527,Eidelstedt,normal,1979,209,6,D,7.47
22527,Eidelstedt,normal,1993,18,1,C,10.83
22527,Eidelstedt,normal,1916,157,5,G,11.62
22527,Eidelstedt,normal,1963,220,6,F,9.94
22527,Eidelstedt,normal,2004,126,5,C,11.0
22527,Eidelstedt,normal,2002,119,4,C,10.31
22527,Eidelstedt,normal,1959,62,3,F,8.77
22527,Eidelstedt,normal,1935,27,1,G,11.84
22527,Eidelstedt,normal,1916,152,5,G,8.85
22527,Eidelstedt,normal,1980,64,3,D,10.16
22527,Eidelstedt,normal,2003,108,4,C,10.94
22527,Eidelstedt,normal,1946,78,3,G,9.71
22527,Eidelstedt,normal,1979,149,5,D,9.9
22527,Eidelstedt,normal,1919,171,6,G,6.97
22527,Eidelstedt,normal,1926,21,1,G,11.41
22527,Eidelstedt,normal,1988,207,6,D,7.73
22527,Eidelstedt,normal,2004,59,3,C,10.03
22527,Eidelstedt,normal,1990,77,3,D,6.3
22527,Eidelstedt,normal,2004,56,2,C,11.52
22527,Eidelstedt,normal,1992,113,4,D,8.65
22527,Eidelstedt,normal,1940,18,1,G,9.88
22527,Eidelstedt,normal,2013,182,6,B,11.25
22527,Eidelstedt,normal,1935,105,4,G,7.68
22527,Eidelstedt,normal,1943,71,3,G,7.71
22527,Eidelstedt,normal,1994,94,4,C,10.94
22527,Eidelstedt,normal,1983,129,5,D,6.83
22527,Eidelstedt,normal,1991,149,5,D,6.67
22527,Eidelstedt,normal,1967,217,6,E,7.26
22527,Eidelstedt,normal,1966,154,5,E,7.89
22527,Eidelstedt,normal,1970,52,2,E,7.87
22527,Eidelstedt,normal,2019,117,4,A,14.21
22527,Eidelstedt,normal,1975,99,4,D,5.88
22527,Eidelstedt,normal,1977,49,2,D,8.87
22527,Eidelstedt,normal,1931,178,6,G,7.18
22527,Eidelstedt,normal,1944,63,3,G,8.5
22527,Eidelstedt,normal,2017,26,1,A,15.69
22527,Eidelstedt,normal,1980,123,4,D,6.83
22527,Eidelstedt,normal,1982,38,1,D,9.44
22527,Eidelstedt,normal,1920,38,1,G,11.78
22527,Eidelstedt,normal,1956,102,4,F,7.43
22527,Eidelstedt,normal,1973,145,5,D,6.31
22527,Eidelstedt,normal,1988,145,5,D,9.83
22527,Eidelstedt,normal,1925,61,3,G,8.78
22527,Eidelstedt,normal,2004,115,4,C,12.65
22527,Eidelstedt,normal,1979,59,3,D,10.29
22527,Eidelstedt,normal,1931,106,4,G,9.19
22527,Eidelstedt,normal,1956,200,6,F,10.7
22527,Eidelstedt,normal,1932,175,6,G,7.02
22527,Eidelstedt,normal,1911,146,5,G,11.49
22527,Eidelstedt,normal,1959,68,3,F,7.35
22527,Eidelstedt,normal,1997,174,6,C,12.93
22527,Eidelstedt,normal,1956,221,6,F,9.08
22527,Eidelstedt,normal,1962,85,3,F,5.92
22527,Eidelstedt,normal,1979,164,6,D,7.42
22527,Eidelstedt,normal,1994,51,2,C,9.67
22527,Eidelstedt,normal,2010,137,5,B,13.26
22527,Eidelstedt,normal,2020,99,4,A,13.82
22527,Eidelstedt,normal,1938,185,6,G,8.75
22527,Eidelstedt,normal,1962,109,4,F,8.58
22527,Eidelstedt,normal,1918,143,5,G,9.5
22527,Eidelstedt,normal,1951,134,5,G,9.8
22527,Eidelstedt,normal,2011,161,6,B,12.52
22527,Eidelstedt,normal,2000,148,5,C,11.83
22527,Eidelstedt,normal,2007,82,3,C,9.9
22527,Eidelstedt,normal,1910,29,1,G,14.7
22527,Eidelstedt,normal,1922,118,4,G,8.03
22527,Eidelstedt,normal,1966,57,2,E,7.53
22527,Eidelstedt,normal,1981,121,4,D,8.68
22527,Eidelstedt,normal,1934,75,3,G,7.11
22527,Eidelstedt,normal,2014,112,4,B,14.84
22527,Eidelstedt,normal,1917,88,4,G,10.55
22527,Eidelstedt,normal,2019,102,4,A,13.15
22527,Eidelstedt,normal,2020,69,3,A,12.57
22527,Eidelstedt,normal,1929,64,3,G,7.72
22527,Eidelstedt,normal,1991,79,3,D,10.2
22527,Eidelstedt,normal,1966,67,3,E,7.25
22527,Eidelstedt,normal,1978,41,2,D,8.6
22527,Eidelstedt,normal,1929,97,4,G,9.04
22527,Eidelstedt,normal,1944,87,3,G,9.47
22527,Eidelstedt,normal,2015,26,1,B,14.17
22527,Eidelstedt,normal,1919,128,5,G,8.79
22527,Eidelstedt,normal,2015,91,4,B,12.44
22527,Eidelstedt,normal,1914,143,5,G,11.7
22527,Eidelstedt,normal,2007,49,2,C,9.23
22527,Eidelstedt,normal,1936,36,1,G,9.45
22527,Eidelstedt,normal,1943,15,1,G,8.88
22527,Eidelstedt,normal,1932,73,3,G,8.87
22527,Eidelstedt,normal,1952,177,6,G,10.6
22527,Eidelstedt,normal,1971,89,4,E,6.3
22527,Eidelstedt,normal,1978,199,6,D,7.88
22527,Eidelstedt,normal,1966,154,5,E,9.69
22527,Eidelstedt,normal,1996,60,3,C,9.73
22527,Eidelstedt,normal,1999,146,5,C,10.02
22527,Eidelstedt,normal,1932,87,3,G,7.21
22527,Eidelstedt,normal,2012,219,6,B,12.88
22527,Eidelstedt,normal,1984,135,5,D,6.66
22527,Eidelstedt,normal,2023,131,5,A,12.99
22527,Eidelstedt,normal,1913,126,5,G,10.61
22527,Eidelstedt,normal,1954,58,2,G,7.37
22527,Eidelstedt,normal,2006,179,6,C,10.22
22527,Eidelstedt,normal,1945,170,6,G,7.83
22527,Eidelstedt,normal,1947,118,4,G,7.33
22527,Eidelstedt,normal,1987,105,4,D,8.45
22527,Eidelstedt,normal,1993,207,6,C,8.79
22527,Eidelstedt,normal,1999,138,5,C,11.15
22527,Eidelstedt,normal,2016,194,6,A,15.49
22527,Eidelstedt,normal,1922,132,5,G,7.09
22527,Eidelstedt,normal,1961,115,4,F,7.71
22527,Eidelstedt,normal,1935,91,4,G,7.32
22527,Eidelstedt,normal,1982,22,1,D,11.58
22527,Eidelstedt,normal,1918,145,5,G,9.91
22527,Eidelstedt,normal,1931,51,2,G,9.15
22527,Eidelstedt,normal,1987,76,3,D,6.92
22527,Eidelstedt,normal,1933,143,5,G,7.61
22527,Eidelstedt,normal,1923,150,5,G,9.07
22527,Eidelstedt,normal,2013,132,5,B,12.14
22527,Eidelstedt,normal,1926,158,5,G,8.68
22527,Eidelstedt,normal,1987,144,5,D,9.22
22527,Eidelstedt,normal,1939,163,6,G,9.36
22527,Eidelstedt,normal,2014,140,5,B,12.5
22527,Eidelstedt,normal,2017,126,5,A,15.49
22527,Eidelstedt,normal,1970,218,6,E,5.84
22527,Eidelstedt,normal,1923,218,6,G,7.82
22527,Eidelstedt,normal,1981,142,5,D,9.73
22527,Eidelstedt,normal,1922,39,1,G,11.26
22527,Eidelstedt,normal,2009,138,5,C,10.18
22527,Eidelstedt,normal,2012,180,6,B,14.06
22527,Eidelstedt,normal,1942,48,2,G,9.65
22527,Eidelstedt,normal,1957,220,6,F,9.78
22527,Eidelstedt,normal,1949,120,4,G,9.97
22527,Eidelstedt,normal,1959,171,6,F,9.29
22527,Eidelstedt,normal,1916,76,3,G,12.84
22527,Eidelstedt,normal,1973,178,6,D,6.49
22527,Eidelstedt,normal,1967,131,5,E,9.08
22527,Eidelstedt,normal,1978,128,5,D,7.43
22527,Eidelstedt,normal,1993,76,3,C,6.5
22527,Eidelstedt,normal,1959,50,2,F,9.54
22527,Eidelstedt,normal,1954,103,4,G,7.23
22527,Eidelstedt,normal,1995,51,2,C,10.71
22527,Eidelstedt,normal,1980,208,6,D,8.49
22527,Eidelstedt,normal,1932,79,3,G,9.5
22527,Eidelstedt,normal,1960,183,6,F,8.75
22527,Eidelstedt,normal,2008,53,2,C,8.49
22527,Eidelstedt,normal,1921,156,5,G,8.99
22527,Eidelstedt,normal,1993,161,6,C,9.33
22527,Eidelstedt,normal,1978,181,6,D,9.99
22527,Eidelstedt,normal,1967,25,1,E,7.85
22529,Lokstedt,gut,1913,191,6,G,10.23
22529,Lokstedt,gut,2019,100,4,A,15.47
22529,Lokstedt,gut,2018,197,6,A,14.35
22529,Lokstedt,gut,1921,22,1,G,11.55
22529,Lokstedt,gut,1998,27,1,C,13.11
22529,Lokstedt,gut,1952,184,6,G,14.18
22529,Lokstedt,gut,2001,141,5,C,14.48
22529,Lokstedt,gut,2012,61,3,B,14.33
22529,Lokstedt,gut,1912,187,6,G,10.57
22529,Lokstedt,gut,1978,193,6,D,13.28
22529,Lokstedt,gut,2023,79,3,A,17.31
22529,Lokstedt,gut,2022,197,6,A,21.21
22529,Lokstedt,gut,1931,28,1,G,12.46
22529,Lokstedt,gut,1983,126,5,D,10.41
22529,Lokstedt,gut,1990,171,6,D,15.83
22529,Lokstedt,gut,1912,73,3,G,11.88
22529,Lokstedt,gut,1928,41,2,G,9.31
22529,Lokstedt,gut,2014,102,4,B,12.91
22529,Lokstedt,gut,1945,25,1,G,9.94
22529,Lokstedt,gut,1935,153,5,G,12.84
22529,Lokstedt,gut,1986,168,6,D,8.08
22529,Lokstedt,gut,2001,204,6,C,15.53
22529,Lokstedt,gut,1969,214,6,E,9.95
22529,Lokstedt,gut,1941,62,3,G,10.61
22529,Lokstedt,gut,1941,142,5,G,12.94
22529,Lokstedt,gut,1931,134,5,G,11.01
22529,Lokstedt,gut,1933,173,6,G,10.17
22529,Lokstedt,gut,1992,30,1,D,11.86
22529,Lokstedt,gut,2016,113,4,A,17.31
22529,Lokstedt,gut,1934,163,6,G,10.52
22529,Lokstedt,gut,2010,143,5,B,15.16
22529,Lokstedt,gut,1957,128,5,F,9.42
22529,Lokstedt,gut,1964,136,5,F,8.8
22529,Lokstedt,gut,2002,116,4,C,11.95
22529,Lokstedt,gut,1930,113,4,G,11.26
22529,Lokstedt,gut,1980,30,1,D,15.36
22529,Lokstedt,gut,1946,168,6,G,13.41
22529,Lokstedt,gut,1976,210,6,D,10.65
22529,Lokstedt,gut,1967,190,6,E,11.64
22529,Lokstedt,gut,1978,195,6,D,11.2
22529,Lokstedt,gut,1981,147,5,D,11.95
22529,Lokstedt,gut,1942,107,4,G,11.92
22529,Lokstedt,gut,1948,31,1,G,10.33
22529,Lokstedt,gut,2003,216,6,C,15.71
22529,Lokstedt,gut,1972,28,1,E,12.69
22529,Lokstedt,gut,1944,106,4,G,10.12
22529,Lokstedt,gut,1914,89,4,G,12.11
22529,Lokstedt,gut,1968,149,5,E,13.4
22529,Lokstedt,gut,2005,142,5,C,15.18
22529,Lokstedt,gut,1965,196,6,F,12.24
22529,Lokstedt,gut,1915,166,6,G,11.8
22529,Lokstedt,gut,1978,105,4,D,12.92
22529,Lokstedt,gut,1919,195,6,G,12.8
22529,Lokstedt,gut,1931,33,1,G,12.05
22529,Lokstedt,gut,1952,167,6,G,12.75
22529,Lokstedt,gut,2015,83,3,B,16.07
22529,Lokstedt,gut,1944,16,1,G,12.83
22529,Lokstedt,gut,1934,17,1,G,10.23
22529,Lokstedt,gut,1913,164,6,G,9.99
22529,Lokstedt,gut,1967,130,5,E,12.71
22529,Lokstedt,gut,1967,25,1,E,12.53
22529,Lokstedt,gut,1917,99,4,G,10.99
22529,Lokstedt,gut,1985,43,2,D,9.48
22529,Lokstedt,gut,2009,100,4,C,10.93
22529,Lokstedt,gut,1948,81,3,G,12.09
22529,Lokstedt,gut,1975,219,6,D,11.82
22529,Lokstedt,gut,1948,108,4,G,14.07
22529,Lokstedt,gut,2007,98,4,C,15.11
22529,Lokstedt,gut,1919,25,1,G,12.05
22529,Lokstedt,gut,1915,164,6,G,10.18
22529,Lokstedt,gut,1929,219,6,G,13.3
22529,Lokstedt,gut,2008,89,4,C,11.31
22529,Lokstedt,gut,1967,92,4,E,10.32
22529,Lokstedt,gut,1944,51,2,G,10.28
22529,Lokstedt,gut,1956,205,6,F,13.81
22529,Lokstedt,gut,1975,99,4,D,11.57
22529,Lokstedt,gut,1935,146,5,G,11.85
22529,Lokstedt,gut,1920,42,2,G,9.64
22529,Lokstedt,gut,2013,150,5,B,16.23
22529,Lokstedt,gut,1969,144,5,E,11.36
22529,Lokstedt,gut,1941,71,3,G,13.11
22529,Lokstedt,gut,1974,81,3,D,12.95
22529,Lokstedt,gut,1968,111,4,E,12.17
22529,Lokstedt,gut,1922,38,1,G,10.22
22529,Lokstedt,gut,1995,55,2,C,10.73
22529,Lokstedt,gut,1994,56,2,C,12.85
22529,Lokstedt,gut,1936,126,5,G,10.08
22529,Lokstedt,gut,2013,167,6,B,16.53
22529,Lokstedt,gut,1919,61,3,G,12.69
22529,Lokstedt,gut,1986,195,6,D,11.7
22529,Lokstedt,gut,1996,71,3,C,13.25
22529,Lokstedt,gut,2021,63,3,A,12.36
22529,Lokstedt,gut,2021,208,6,A,19.08
22529,Lokstedt,gut,1922,94,4,G,9.39
22529,Lokstedt,gut,1930,89,4,G,11.8
22529,Lokstedt,gut,1977,114,4,D,11.33
22529,Lokstedt,gut,1978,132,5,D,13.89
22529,Lokstedt,gut,1959,221,6,F,13.58
22529,Lokstedt,gut,1936,85,3,G,13.35
22529,Lokstedt,gut,1960,96,4,F,12.93
22529,Lokstedt,gut,1985,200,6,D,13.74
22529,Lokstedt,gut,1924,212,6,G,10.49
22529,Lokstedt,gut,1999,169,6,C,15.56
22529,Lokstedt,gut,1954,137,5,G,14.21
22529,Lokstedt,gut,2012,26,1,B,13.74
22529,Lokstedt,gut,2009,32,1,C,9.73
22529,Lokstedt,gut,1982,191,6,D,15.64
22529,Lokstedt,gut,2012,125,5,B,15.42
22529,Lokstedt,gut,1968,217,6,E,13.08
22529,Lokstedt,gut,1982,197,6,D,11.24
22529,Lokstedt,gut,1914,196,6,G,9.77
22547,Lurup,normal,1940,33,1,G,8.76
22547,Lurup,normal,1951,75,3,G,9.07
22547,Lurup,normal,2008,97,4,C,11.39
22547,Lurup,normal,1946,132,5,G,8.96
22547,Lurup,normal,1953,145,5,G,9.59
22547,Lurup,normal,1920,149,5,G,8.93
22547,Lurup,normal,1951,99,4,G,7.53
22547,Lurup,normal,1929,61,3,G,9.88
22547,Lurup,normal,1951,176,6,G,10.74
22547,Lurup,normal,1911,23,1,G,10.23
22547,Lurup,normal,1926,189,6,G,7.15
22547,Lurup,normal,1917,191,6,G,9.89
22547,Lurup,normal,1994,213,6,C,9.98
22547,Lurup,normal,1979,60,3,D,8.72
22547,Lurup,normal,2005,157,5,C,12.16
22547,Lurup,normal,1971,175,6,E,6.75
22547,Lurup,normal,2000,181,6,C,12.55
22547,Lurup,normal,1984,65,3,D,8.64
22547,Lurup,normal,1917,151,5,G,11.56
22547,Lurup,normal,1972,57,2,E,6.4
22547,Lurup,normal,2012,141,5,B,14.6
22547,Lurup,normal,1931,33,1,G,10.3
22547,Lurup,normal,1965,42,2,F,7.87
22547,Lurup,normal,1933,190,6,G,6.93
22547,Lurup,normal,2003,39,1,C,14.47
22547,Lurup,normal,1984,92,4,D,7.65
22547,Lurup,normal,1915,126,5,G,11.08
22547,Lurup,normal,2007,83,3,C,9.07
22547,Lurup,normal,2008,146,5,C,13.73
22547,Lurup,normal,1951,220,6,G,9.39
22547,Lurup,normal,1924,28,1,G,10.18
22547,Lurup,normal,1923,208,6,G,7.47
22547,Lurup,normal,1957,78,3,F,9.16
22547,Lurup,normal,1974,94,4,D,6.38
22547,Lurup,normal,1926,49,2,G,8.21
22547,Lurup,normal,2021,175,6,A,13.0
22547,Lurup,normal,1924,183,6,G,8.39
22547,Lurup,normal,2012,151,5,B,11.74
22547,Lurup,normal,2008,50,2,C,10.19
22547,Lurup,normal,1921,24,1,G,10.25
22547,Lurup,normal,2012,194,6,B,11.83
22547,Lurup,normal,1911,149,5,G,11.44
22547,Lurup,normal,1923,18,1,G,9.09
22547,Lurup,normal,1972,99,4,E,6.73
22547,Lurup,normal,1989,124,4,D,6.68
22547,Lurup,normal,1913,112,4,G,9.37
22547,Lurup,normal,2006,19,1,C,14.56
22547,Lurup,normal,1916,132,5,G,9.98
22547,Lurup,normal,1998,65,3,C,9.25
22547,Lurup,normal,1943,176,6,G,9.38
22547,Lurup,normal,1961,21,1,F,7.19
22547,Lurup,normal,1978,72,3,D,9.36
22547,Lurup,normal,1940,35,1,G,10.18
22547,Lurup,normal,1916,130,5,G,10.85
22547,Lurup,normal,2000,140,5,C,9.3
22547,Lurup,normal,2000,81,3,C,10.62
22547,Lurup,normal,2004,161,6,C,13.12
22547,Lurup,normal,1912,160,5,G,11.41
22547,Lurup,normal,1993,171,6,C,8.27
22547,Lurup,normal,1961,204,6,F,8.44
22547,Lurup,normal,1954,173,6,G,9.99
22547,Lurup,normal,1910,139,5,G,8.97
22547,Lurup,normal,2009,33,1,C,13.81
22547,Lurup,normal,2002,21,1,C,13.02
22547,Lurup,normal,1946,153,5,G,7.27
22547,Lurup,normal,1977,68,3,D,6.07
22547,Lurup,normal,2005,91,4,C,9.0
22547,Lurup,normal,1950,25,1,G,8.46
22547,Lurup,normal,1956,26,1,F,7.89
22547,Lurup,normal,1943,97,4,G,7.77
22547,Lurup,normal,1934,116,4,G,9.45
22547,Lurup,normal,1943,55,2,G,8.91
22547,Lurup,normal,1920,15,1,G,10.48
22547,Lurup,normal,1930,153,5,G,6.94
22547,Lurup,normal,1944,53,2,G,7.83
22547,Lurup,normal,1989,132,5,D,7.95
22547,Lurup,normal,1990,187,6,D,7.43
22547,Lurup,normal,1992,156,5,D,8.37
22547,Lurup,normal,1945,71,3,G,9.03
22547,Lurup,normal,1926,211,6,G,8.63
22547,Lurup,normal,2010,120,4,B,11.05
22547,Lurup,normal,1971,120,4,E,6.22
22547,Lurup,normal,1913,54,2,G,10.48
22547,Lurup,normal,1929,153,5,G,7.06
22547,Lurup,normal,1928,93,4,G,7.73
22547,Lurup,normal,1922,171,6,G,8.66
22547,Lurup,normal,1917,45,2,G,9.7
22547,Lurup,normal,1973,20,1,D,11.31
22547,Lurup,normal,2021,205,6,A,13.89
22547,Lurup,normal,1918,39,1,G,9.92
22547,Lurup,normal,1930,184,6,G,7.65
22547,Lurup,normal,1971,179,6,E,6.68
22547,Lurup,normal,1998,123,4,C,13.4
22547,Lurup,normal,1987,86,3,D,9.85
22547,Lurup,normal,1995,47,2,C,10.24
22547,Lurup,normal,1991,91,4,D,7.12
22547,Lurup,normal,1924,165,6,G,7.39
22547,Lurup,normal,1928,83,3,G,10.67
22547,Lurup,normal,1946,94,4,G,8.18
22547,Lurup,normal,1998,64,3,C,11.18
22547,Lurup,normal,1912,79,3,G,11.38
22547,Lurup,normal,2007,218,6,C,11.45
22547,Lurup,normal,1976,130,5,D,5.87
22547,Lurup,normal,2017,176,6,A,15.01
22547,Lurup,normal,1921,196,6,G,8.74
22547,Lurup,normal,2005,124,4,C,13.88
22547,Lurup,normal,1971,112,4,E,6.6
22547,Lurup,normal,1944,219,6,G,8.1
22547,Lurup,normal,1996,157,5,C,13.37
22547,Lurup,normal,1958,106,4,F,10.72
22547,Lurup,normal,1974,111,4,D,6.72
22547,Lurup,normal,1978,37,1,D,9.53
22547,Lurup,normal,2000,216,6,C,14.1
22547,Lurup,normal,1983,34,1,D,9.07
22547,Lurup,normal,2007,95,4,C,11.5
22547,Lurup,normal,1947,85,3,G,10.96
22547,Lurup,normal,1980,221,6,D,7.43
22547,Lurup,normal,1917,186,6,G,9.25
22547,Lurup,normal,1926,107,4,G,8.02
22547,Lurup,normal,1927,49,2,G,9.41
22547,Lurup,normal,1962,65,3,F,7.48
22547,Lurup,normal,1995,144,5,C,13.52
22547,Lurup,normal,1927,174,6,G,8.41
22547,Lurup,normal,1980,143,5,D,8.84
22547,Lurup,normal,2007,187,6,C,9.67
22547,Lurup,normal,1945,146,5,G,6.9
22547,Lurup,normal,1957,204,6,F,9.74
22547,Lurup,normal,2008,53,2,C,9.6
22547,Lurup,normal,1966,211,6,E,8.97
22547,Lurup,normal,1950,129,5,G,9.63
22547,Lurup,normal,1972,32,1,E,10.25
22547,Lurup,normal,1998,216,6,C,9.99
22547,Lurup,normal,1935,78,3,G,8.29
22547,Lurup,normal,2019,128,5,A,14.81
22547,Lurup,normal,2005,24,1,C,13.49
22547,Lurup,normal,1922,80,3,G,7.09
22547,Lurup,normal,1987,35,1,D,9.35
22547,Lurup,normal,1937,80,3,G,9.74
22547,Lurup,normal,1992,145,5,D,9.36
22547,Lurup,normal,1959,167,6,F,8.54
22547,Lurup,normal,1931,215,6,G,9.09
22547,Lurup,normal,1941,217,6,G,8.48
22547,Lurup,normal,1993,54,2,C,7.69
22547,Lurup,normal,1926,144,5,G,8.38
22547,Lurup,normal,2023,81,3,A,12.27
22547,Lurup,normal,2002,141,5,C,11.45
22547,Lurup,normal,2016,46,2,A,12.24
22547,Lurup,normal,1969,220,6,E,6.68
22547,Lurup,normal,1960,125,5,F,10.28
22547,Lurup,normal,1986,196,6,D,8.57
22547,Lurup,normal,2015,113,4,B,12.76
22547,Lurup,normal,1992,64,3,D,9.48
22547,Lurup,normal,1950,167,6,G,7.48
22547,Lurup,normal,1942,104,4,G,7.58
22547,Lurup,normal,1936,153,5,G,8.19
22547,Lurup,normal,2001,31,1,C,10.87
22547,Lurup,normal,1912,82,3,G,12.1
22547,Lurup,normal,1929,194,6,G,7.3
22547,Lurup,normal,1988,34,1,D,8.49
22547,Lurup,normal,1929,178,6,G,7.9
22547,Lurup,normal,1913,109,4,G,11.27
22547,Lurup,normal,1918,175,6,G,8.28
22547,Lurup,normal,2007,158,5,C,9.79
22547,Lurup,normal,1922,160,5,G,8.15
22547,Lurup,normal,1978,166,6,D,7.95
22547,Lurup,normal,1923,18,1,G,9.55
22547,Lurup,normal,1932,97,4,G,8.65
22547,Lurup,normal,1978,130,5,D,9.66
22547,Lurup,normal,1925,63,3,G,8.9
22547,Lurup,normal,2019,43,2,A,14.51
22547,Lurup,normal,2018,109,4,A,13.86
22547,Lurup,normal,1946,36,1,G,11.73
22547,Lurup,normal,1965,23,1,F,9.43
22547,Lurup,normal,1954,76,3,G,6.99
22547,Lurup,normal,1976,107,4,D,6.74
22547,Lurup,normal,1953,143,5,G,7.54
22547,Lurup,normal,1991,72,3,D,9.1
22547,Lurup,normal,1950,202,6,G,10.33
22547,Lurup,normal,1950,197,6,G,10.77
22547,Lurup,normal,1929,166,6,G,8.57
22547,Lurup,normal,1932,31,1,G,11.64
22547,Lurup,normal,1924,52,2,G,10.4
22547,Lurup,normal,1958,127,5,F,8.01
22547,Lurup,normal,1953,41,2,G,8.56
22547,Lurup,normal,1970,151,5,E,6.36
22547,Lurup,normal,1958,112,4,F,9.87
22547,Lurup,normal,1935,163,6,G,8.23
22547,Lurup,normal,2019,75,3,A,11.99
22547,Lurup,normal,1992,82,3,D,6.89
22547,Lurup,normal,2020,68,3,A,12.41
22547,Lurup,normal,1999,87,3,C,8.01
22547,Lurup,normal,1934,90,4,G,9.46
22547,Lurup,normal,1962,20,1,F,7.63
22549,Osdorf,normal,1913,111,4,G,9.98
22549,Osdorf,normal,1959,154,5,F,7.27
22549,Osdorf,normal,1970,135,5,E,6.65
22549,Osdorf,normal,1988,160,5,D,8.64
22549,Osdorf,normal,2003,50,2,C,8.39
22549,Osdorf,normal,2020,114,4,A,15.98
22549,Osdorf,normal,1987,177,6,D,7.5
22549,Osdorf,normal,2015,155,5,B,11.56
22549,Osdorf,normal,1918,46,2,G,10.22
22549,Osdorf,normal,1936,134,5,G,7.49
22549,Osdorf,normal,1948,54,2,G,10.51
22549,Osdorf,normal,1925,37,1,G,9.02
22549,Osdorf,normal,1910,46,2,G,10.67
22549,Osdorf,normal,1991,168,6,D,9.7
22549,Osdorf,normal,1992,206,6,D,7.94
22549,Osdorf,normal,1960,43,2,F,8.54
22549,Osdorf,normal,1933,72,3,G,8.58
22549,Osdorf,normal,1991,204,6,D,9.64
